ENSEMBL	SYMBOL	TYPE	S085BE	S089BE	S110BE	S114BE	S117BE	S118BE	S132INBE
ENSG00000114670	NEK11	protein_coding	30	39	44	42	12	26	32
ENSG00000164659	KIAA1324L	protein_coding	30	132	103	96	72	117	89
ENSG00000164978	NUDT2	protein_coding	45	79	110	79	109	109	78
ENSG00000157388	CACNA1D	protein_coding	40	31	28	17	18	42	33
ENSG00000267078	RP11-666A8.9	antisense	48	90	63	23	51	43	142
ENSG00000280143	AP000892.6	TEC	22	13	10	52	13	10	0
ENSG00000152784	PRDM8	protein_coding	81	75	69	68	67	143	57
ENSG00000125124	BBS2	protein_coding	257	476	573	378	229	438	291
ENSG00000118777	ABCG2	protein_coding	86	5	16	25	5	15	10
ENSG00000247077	PGAM5	protein_coding	324	310	547	551	268	380	196
ENSG00000131650	KREMEN2	protein_coding	56	39	49	54	8	23	11
ENSG00000235508	RPS2P7	processed_pseudogene	3	5	47	8	2	3	13
ENSG00000171603	CLSTN1	protein_coding	1645	2396	2342	1859	2093	1972	1736
ENSG00000169223	LMAN2	protein_coding	697	826	844	850	745	812	674
ENSG00000224814	AC114812.8	antisense	2	2	10	4	8	4	15
ENSG00000166024	R3HCC1L	protein_coding	228	267	525	262	409	355	559
ENSG00000201457	SNORA55	snoRNA	8	15	23	7	8	9	19
ENSG00000204920	ZNF155	protein_coding	31	59	68	29	26	38	28
ENSG00000130813	C19orf66	protein_coding	383	352	377	366	283	431	278
ENSG00000099282	TSPAN15	protein_coding	559	518	647	594	606	767	490
ENSG00000136875	PRPF4	protein_coding	419	481	659	566	449	533	337
ENSG00000268812	RP1-102K2.8	antisense	38	24	43	33	22	66	35
ENSG00000113811	SELK	protein_coding	288	292	364	333	346	372	421
ENSG00000283674	RP11-419I17.1	lincRNA	14	24	16	11	7	6	15
ENSG00000200879	SNORD14E	snoRNA	8	7	31	7	11	4	72
ENSG00000272950	RP11-307C18.1	antisense	16	9	9	9	8	13	12
ENSG00000166965	RCCD1	protein_coding	136	210	239	244	94	202	76
ENSG00000182810	DDX28	protein_coding	109	138	255	223	100	142	52
ENSG00000164983	TMEM65	protein_coding	89	97	138	137	67	105	120
ENSG00000166869	CHP2	protein_coding	9	44	135	18	192	16	469
ENSG00000206284	WDR46	protein_coding	316	428	762	616	438	432	355
ENSG00000171311	EXOSC1	protein_coding	133	181	215	180	134	147	128
ENSG00000146376	ARHGAP18	protein_coding	147	165	209	147	119	204	153
ENSG00000243759	ST13P15	processed_pseudogene	16	14	18	16	14	12	12
ENSG00000069535	MAOB	protein_coding	13	5	19	9	5	20	1
ENSG00000178297	TMPRSS9	protein_coding	20	17	17	17	14	10	5
ENSG00000204217	BMPR2	protein_coding	887	1001	1350	826	1179	1220	1283
ENSG00000179562	GCC1	protein_coding	332	459	785	430	531	520	498
ENSG00000228917	RP11-544M22.8	antisense	11	21	53	3	23	9	51
ENSG00000100575	TIMM9	protein_coding	76	119	136	177	89	151	64
ENSG00000129596	CDO1	protein_coding	15	7	4	15	1	4	1
ENSG00000126709	IFI6	protein_coding	136	91	124	127	115	119	181
ENSG00000260267	RP11-452L6.5	antisense	68	66	135	61	40	79	51
ENSG00000101361	NOP56	protein_coding	846	968	1261	1173	708	1033	687
ENSG00000124920	MYRF	protein_coding	79	150	947	208	569	266	1119
ENSG00000166266	CUL5	protein_coding	223	266	369	305	235	341	132
ENSG00000272389	CTC-487M23.7	antisense	3	5	18	4	8	11	9
ENSG00000273899	NOL12	protein_coding	43	51	83	35	62	61	83
ENSG00000139624	CERS5	protein_coding	457	510	562	483	357	453	430
ENSG00000267858	MZF1-AS1	antisense	57	51	51	41	37	31	26
ENSG00000100664	EIF5	protein_coding	2222	2271	2539	2084	2104	2176	2320
ENSG00000109618	SEPSECS	protein_coding	75	126	133	81	62	114	63
ENSG00000147669	POLR2K	protein_coding	203	167	209	226	206	193	178
ENSG00000138073	PREB	protein_coding	240	360	602	577	402	495	364
ENSG00000156876	SASS6	protein_coding	37	33	65	31	46	47	27
ENSG00000123473	STIL	protein_coding	63	75	175	71	232	82	108
ENSG00000143156	NME7	protein_coding	10	22	20	28	8	28	13
ENSG00000111328	CDK2AP1	protein_coding	271	268	348	341	291	266	258
ENSG00000272054	RP11-423P10.2	sense_intronic	31	35	30	24	24	51	22
ENSG00000095059	DHPS	protein_coding	774	856	896	693	758	806	693
ENSG00000004961	HCCS	protein_coding	229	255	456	390	355	413	329
ENSG00000207607	MIR200A	miRNA	16	19	29	8	22	16	40
ENSG00000273654	CTB-52I2.4	transcribed_processed_pseudogene	49	81	83	87	88	102	126
ENSG00000166507	NDST2	protein_coding	20	23	36	13	22	18	34
ENSG00000150756	FAM173B	protein_coding	30	56	72	94	27	47	21
ENSG00000219553	RP1-281H8.3	processed_pseudogene	10	13	9	13	23	15	10
ENSG00000223745	CCDC18-AS1	processed_transcript	207	148	157	84	136	150	159
ENSG00000067365	METTL22	protein_coding	272	300	375	264	228	311	245
ENSG00000115590	IL1R2	protein_coding	121	361	450	357	339	455	499
ENSG00000214517	PPME1	protein_coding	674	887	1028	621	595	632	993
ENSG00000221500	SNORD100	snoRNA	14	18	33	24	15	22	23
ENSG00000198689	SLC9A6	protein_coding	97	132	242	154	214	208	217
ENSG00000120860	CCDC53	protein_coding	50	79	91	74	35	74	59
ENSG00000133858	ZFC3H1	protein_coding	968	941	1117	825	1087	1343	1341
ENSG00000164713	BRI3	protein_coding	564	534	715	436	662	589	703
ENSG00000276805	RP11-291L22.9	transcribed_unprocessed_pseudogene	45	85	100	61	26	31	51
ENSG00000198315	ZKSCAN8	protein_coding	640	589	741	482	325	749	234
ENSG00000172461	FUT9	protein_coding	22	8	11	22	11	50	5
ENSG00000005810	MYCBP2	protein_coding	1194	1290	1997	1021	859	1501	1068
ENSG00000220848	RPS18P9	processed_pseudogene	23	26	43	26	34	23	45
ENSG00000118965	WDR35	protein_coding	57	107	111	143	16	94	26
ENSG00000221968	FADS3	protein_coding	422	381	349	429	130	594	146
ENSG00000160862	AZGP1	protein_coding	336	610	746	835	764	765	785
ENSG00000261061	RP11-303E16.2	sense_intronic	13	10	17	20	13	10	9
ENSG00000149090	PAMR1	protein_coding	109	128	57	69	25	234	27
ENSG00000125703	ATG4C	protein_coding	20	32	37	53	19	40	7
ENSG00000182796	TMEM198B	transcribed_unitary_pseudogene	140	188	241	87	89	114	131
ENSG00000154975	CA10	protein_coding	4	5	4	1	0	21	1
ENSG00000282988	RP1-34B20.21	protein_coding	30	24	47	10	36	36	140
ENSG00000175315	CST6	protein_coding	27	3	27	19	20	101	16
ENSG00000211456	SACM1L	protein_coding	331	413	553	432	354	471	264
ENSG00000006210	CX3CL1	protein_coding	2468	2197	2414	2603	1562	2630	1316
ENSG00000179271	GADD45GIP1	protein_coding	193	242	292	339	189	235	110
ENSG00000153446	C16orf89	protein_coding	24	36	57	45	13	10	8
ENSG00000166415	WDR72	protein_coding	2	40	119	117	101	31	136
ENSG00000158683	PKD1L1	protein_coding	41	5	7	2	3	13	4
ENSG00000163281	GNPDA2	protein_coding	95	133	122	135	43	124	46
ENSG00000125482	TTF1	protein_coding	196	247	385	206	296	239	351
ENSG00000130165	ELOF1	protein_coding	282	364	396	329	313	313	293
ENSG00000152454	ZNF256	protein_coding	112	160	188	119	76	117	116
ENSG00000117305	HMGCL	protein_coding	158	266	496	278	347	311	364
ENSG00000152583	SPARCL1	protein_coding	1294	851	805	1199	206	761	621
ENSG00000166188	ZNF319	protein_coding	112	196	259	180	84	130	96
ENSG00000206633	SNORA80B	snoRNA	14	14	23	6	3	8	3
ENSG00000100796	PPP4R3A	protein_coding	1089	1251	1468	1110	1305	1404	1222
ENSG00000135605	TEC	protein_coding	45	100	333	73	88	72	237
ENSG00000226284	ARPC3P1	processed_pseudogene	18	3	27	14	24	18	33
ENSG00000103005	USB1	protein_coding	334	380	674	585	341	468	532
ENSG00000187609	EXD3	protein_coding	342	435	555	286	283	335	381
ENSG00000111642	CHD4	protein_coding	1445	1872	2608	1707	1885	1799	1982
ENSG00000263528	IKBKE	protein_coding	141	148	384	264	203	194	217
ENSG00000100644	HIF1A	protein_coding	1099	961	1140	974	1016	1041	1063
ENSG00000121621	KIF18A	protein_coding	103	42	47	9	37	37	14
ENSG00000115514	TXNDC9	protein_coding	57	80	155	161	74	116	83
ENSG00000158792	SPATA2L	protein_coding	239	313	387	347	272	327	228
ENSG00000162510	MATN1	protein_coding	23	25	12	12	7	14	13
ENSG00000198680	TUSC1	protein_coding	252	331	184	342	128	259	83
ENSG00000251994	RNU2-27P	snRNA	6	11	14	8	16	6	15
ENSG00000158560	DYNC1I1	protein_coding	7	9	14	10	6	21	12
ENSG00000180638	SLC47A2	protein_coding	23	17	29	3	11	12	6
ENSG00000215210	RBMXP2	processed_pseudogene	12	16	29	17	4	12	20
ENSG00000123143	PKN1	protein_coding	686	710	684	1022	380	748	245
ENSG00000186976	EFCAB6	protein_coding	11	18	10	11	4	7	12
ENSG00000219023	RP3-340B19.2	processed_pseudogene	17	40	40	38	35	31	37
ENSG00000078403	MLLT10	protein_coding	413	609	645	425	326	379	271
ENSG00000179698	WDR97	protein_coding	62	103	131	34	42	69	36
ENSG00000257702	LBX2-AS1	antisense	18	18	39	12	17	19	12
ENSG00000173114	LRRN3	protein_coding	3	1	6	5	0	21	3
ENSG00000151490	PTPRO	protein_coding	6	9	5	23	4	11	4
ENSG00000181513	ACBD4	protein_coding	136	230	142	128	74	132	101
ENSG00000075624	ACTB	protein_coding	1913	1973	2337	1885	1908	1920	2150
ENSG00000101745	ANKRD12	protein_coding	894	1069	1071	957	817	1428	818
ENSG00000145740	SLC30A5	protein_coding	259	362	397	476	404	490	199
ENSG00000112706	IMPG1	protein_coding	21	25	27	16	35	65	47
ENSG00000135018	UBQLN1	protein_coding	1081	1294	1489	1421	1305	1583	1191
ENSG00000149548	CCDC15	protein_coding	23	12	15	7	8	8	8
ENSG00000081307	UBA5	protein_coding	298	369	422	313	263	391	201
ENSG00000111786	SRSF9	protein_coding	363	462	526	401	430	396	589
ENSG00000104808	DHDH	protein_coding	41	28	48	31	35	34	59
ENSG00000174606	ANGEL2	protein_coding	198	263	349	275	162	281	126
ENSG00000167671	UBXN6	protein_coding	869	1085	1097	976	1114	940	975
ENSG00000142544	CTU1	protein_coding	163	235	238	221	147	194	89
ENSG00000086102	NFX1	protein_coding	871	1362	1589	1025	925	1172	825
ENSG00000096088	PGC	protein_coding	11	107	20	115	82	313	1
ENSG00000075391	RASAL2	protein_coding	1004	870	2158	678	1250	1143	2588
ENSG00000237296	SMG1P1	transcribed_unprocessed_pseudogene	102	117	100	98	89	130	91
ENSG00000146232	NFKBIE	protein_coding	563	544	786	845	658	708	828
ENSG00000228964	HLA-B	protein_coding	1577	1578	1586	1296	1324	1524	1554
ENSG00000148737	TCF7L2	protein_coding	512	694	704	436	639	616	653
ENSG00000196705	ZNF431	protein_coding	198	245	610	240	401	320	866
ENSG00000068354	TBC1D25	protein_coding	325	520	689	527	450	544	415
ENSG00000277149	TYW1B	protein_coding	17	22	36	11	14	9	23
ENSG00000083290	ULK2	protein_coding	199	354	380	377	163	360	112
ENSG00000091129	NRCAM	protein_coding	55	84	67	82	24	167	13
ENSG00000175782	SLC35E3	protein_coding	55	94	158	113	66	115	63
ENSG00000175183	CSRP2	protein_coding	456	402	573	294	479	349	750
ENSG00000281896	RP11-274B21.13	transcribed_unprocessed_pseudogene	15	28	34	11	22	16	31
ENSG00000156313	RPGR	protein_coding	103	83	131	110	42	109	68
ENSG00000135482	ZC3H10	protein_coding	59	81	113	101	62	91	47
ENSG00000270706	PRMT1P1	processed_pseudogene	11	8	21	17	7	6	20
ENSG00000275202	RP11-156K23.3	antisense	54	47	49	46	20	44	9
ENSG00000168309	FAM107A	protein_coding	172	295	175	688	53	259	36
ENSG00000143590	EFNA3	protein_coding	91	120	172	55	63	60	108
ENSG00000259407	RP11-158M2.3	antisense	6	7	23	6	11	17	16
ENSG00000132688	NES	protein_coding	410	59	124	117	25	121	56
ENSG00000279689	RP11-574K11.32	TEC	11	15	21	5	4	10	19
ENSG00000105854	PON2	protein_coding	152	205	148	239	88	225	100
ENSG00000283158	MUC5AC	protein_coding	1659	1227	1335	670	1233	4208	407
ENSG00000241431	RPL37P6	transcribed_processed_pseudogene	6	14	30	20	18	10	29
ENSG00000166046	TCP11L2	protein_coding	294	362	570	243	611	496	742
ENSG00000111729	CLEC4A	protein_coding	31	22	25	11	16	21	14
ENSG00000259523	RP11-680F8.3	antisense	5	8	12	5	8	3	20
ENSG00000009950	MLXIPL	protein_coding	47	65	121	29	51	56	64
ENSG00000198538	ZNF28	protein_coding	208	309	456	308	456	396	355
ENSG00000171617	ENC1	protein_coding	810	501	773	528	366	569	909
ENSG00000169032	MAP2K1	protein_coding	712	646	932	857	781	688	1099
ENSG00000112245	PTP4A1	protein_coding	1203	1176	1136	1337	939	1306	862
ENSG00000024048	UBR2	protein_coding	1388	1326	1627	916	1313	1298	1241
ENSG00000113739	STC2	protein_coding	166	17	80	106	112	165	69
ENSG00000275600	PIGW	protein_coding	70	63	87	107	40	111	32
ENSG00000052344	PRSS8	protein_coding	825	1055	1228	1000	1225	1253	1492
ENSG00000162552	WNT4	protein_coding	108	164	128	210	84	75	56
ENSG00000164654	MIOS	protein_coding	325	416	605	496	252	391	337
ENSG00000131263	RLIM	protein_coding	963	904	1376	872	1171	1230	1372
ENSG00000205413	SAMD9	protein_coding	216	218	918	252	1166	953	1106
ENSG00000138722	MMRN1	protein_coding	1	0	2	10	0	28	3
ENSG00000165113	GKAP1	protein_coding	77	79	70	66	23	40	26
ENSG00000034677	RNF19A	protein_coding	962	1134	1454	1135	1072	1078	1551
ENSG00000236814	RP11-446E9.1	processed_pseudogene	44	57	87	62	53	59	106
ENSG00000169139	UBE2V2	protein_coding	208	209	287	307	248	343	208
ENSG00000155034	FBXL18	protein_coding	77	127	187	103	162	115	89
ENSG00000182983	ZNF662	protein_coding	69	81	174	112	42	123	78
ENSG00000243968	RN7SL402P	misc_RNA	14	18	6	15	1	2	14
ENSG00000075407	ZNF37A	protein_coding	193	258	444	275	125	259	103
ENSG00000100568	VTI1B	protein_coding	362	490	705	502	553	544	669
ENSG00000108424	KPNB1	protein_coding	1491	1583	2096	1863	1548	1926	1738
ENSG00000244752	CRYBB2	protein_coding	14	9	19	8	4	2	2
ENSG00000168795	ZBTB5	protein_coding	1016	1012	1155	878	784	939	1071
ENSG00000281021	RP1-12G14.9	antisense	13	5	15	3	9	7	10
ENSG00000164932	CTHRC1	protein_coding	82	8	6	10	5	16	4
ENSG00000183098	GPC6	protein_coding	26	33	13	23	5	77	7
ENSG00000107738	C10orf54	protein_coding	873	1192	1490	896	1641	972	984
ENSG00000053524	MCF2L2	protein_coding	13	16	39	24	15	29	63
ENSG00000275333	FAM120B	protein_coding	433	692	803	624	433	581	545
ENSG00000162571	TTLL10	protein_coding	18	28	63	18	31	27	47
ENSG00000147324	MFHAS1	protein_coding	1039	896	811	926	721	711	692
ENSG00000189056	RELN	protein_coding	32	17	9	23	3	36	5
ENSG00000262771	SSBP1	protein_coding	320	391	498	412	346	417	327
ENSG00000025800	KPNA6	protein_coding	1242	1301	1774	1132	1448	1482	1277
ENSG00000119760	SUPT7L	protein_coding	404	527	671	478	509	551	507
ENSG00000273472	RP11-102N12.3	lincRNA	33	42	45	23	38	37	37
ENSG00000153294	ADGRF4	protein_coding	233	242	898	360	830	610	791
ENSG00000276842	RP11-713N11.6	antisense	1	2	19	0	7	2	1
ENSG00000278993	RP3-424M6.4	TEC	35	59	45	29	20	32	25
ENSG00000163378	EOGT	protein_coding	295	400	413	329	178	325	200
ENSG00000243455	RPS18P13	processed_pseudogene	10	4	9	6	3	8	17
ENSG00000196683	TOMM7	protein_coding	272	292	323	272	275	262	306
ENSG00000166979	EVA1C	protein_coding	845	1105	770	904	877	925	455
ENSG00000167371	PRRT2	protein_coding	50	52	59	22	35	64	39
ENSG00000103196	CRISPLD2	protein_coding	440	422	288	341	148	920	251
ENSG00000224078	SNHG14	processed_transcript	200	364	305	240	124	281	112
ENSG00000100941	PNN	protein_coding	1187	1306	1472	1080	1210	1234	1266
ENSG00000279110	CTA-243E7.1	antisense	8	12	26	6	10	9	22
ENSG00000184898	RBM43	protein_coding	44	48	43	30	33	38	30
ENSG00000236683	HMGA1P1	processed_pseudogene	12	11	23	17	29	31	22
ENSG00000255120	OVOL1-AS1	antisense	22	38	138	27	88	58	98
ENSG00000227672	RPL3P2	processed_pseudogene	37	52	72	51	43	37	74
ENSG00000267279	RP11-879F14.2	lincRNA	1	0	4	3	22	5	7
ENSG00000037241	RPL26L1	protein_coding	45	117	145	158	63	106	83
ENSG00000221843	C2orf16	protein_coding	7	2	12	12	5	6	15
ENSG00000144674	GOLGA4	protein_coding	1483	1710	2392	1626	2150	2017	2146
ENSG00000108439	PNPO	protein_coding	86	138	205	155	87	139	57
ENSG00000196730	DAPK1	protein_coding	596	730	2088	640	1925	1018	1996
ENSG00000111802	TDP2	protein_coding	291	400	446	357	463	391	450
ENSG00000110811	P3H3	protein_coding	364	319	213	292	69	201	86
ENSG00000143416	SELENBP1	protein_coding	268	374	468	186	402	278	237
ENSG00000136098	NEK3	protein_coding	102	89	89	90	31	89	34
ENSG00000158604	TMED4	protein_coding	773	913	985	828	867	963	783
ENSG00000219565	ZNF259P1	transcribed_processed_pseudogene	29	26	43	35	27	34	41
ENSG00000216775	RP1-152L7.5	transcribed_unprocessed_pseudogene	50	23	27	64	20	23	58
ENSG00000106133	NSUN5P2	transcribed_unprocessed_pseudogene	4	3	21	5	3	3	8
ENSG00000143797	MBOAT2	protein_coding	60	344	853	691	1356	782	1643
ENSG00000162607	USP1	protein_coding	325	400	411	432	342	505	211
ENSG00000152700	SAR1B	protein_coding	318	474	782	454	702	660	665
ENSG00000080839	RBL1	protein_coding	15	29	41	20	9	15	13
ENSG00000172465	TCEAL1	protein_coding	62	168	83	142	67	89	46
ENSG00000185250	PPIL6	protein_coding	10	24	24	15	8	19	9
ENSG00000166889	PATL1	protein_coding	1160	1010	1341	1081	1131	1251	1226
ENSG00000269743	SLC25A53	protein_coding	38	36	61	33	35	41	53
ENSG00000147684	NDUFB9	protein_coding	239	259	338	316	263	261	234
ENSG00000138767	CNOT6L	protein_coding	464	728	767	528	682	717	654
ENSG00000163220	S100A9	protein_coding	268	148	666	413	439	284	652
ENSG00000184719	RNLS	protein_coding	12	15	22	34	13	14	20
ENSG00000152582	SPEF2	protein_coding	15	13	4	9	3	11	5
ENSG00000233762	AC007969.5	processed_pseudogene	49	53	88	51	57	46	70
ENSG00000274561	RP11-147L13.12	lincRNA	20	22	24	8	17	16	12
ENSG00000123700	KCNJ2	protein_coding	138	75	74	65	24	64	52
ENSG00000117010	ZNF684	protein_coding	14	10	16	8	6	11	11
ENSG00000245156	RP11-867G23.3	lincRNA	28	19	38	7	30	29	48
ENSG00000112578	BYSL	protein_coding	221	241	425	449	250	313	176
ENSG00000163931	TKT	protein_coding	2035	1922	2909	2023	2629	2362	2541
ENSG00000137075	RNF38	protein_coding	808	1005	1039	709	887	993	797
ENSG00000267419	CTC-559E9.6	transcribed_unprocessed_pseudogene	6	8	11	15	2	4	5
ENSG00000132517	SLC52A1	protein_coding	8	71	44	11	37	20	54
ENSG00000086696	HSD17B2	protein_coding	25	72	311	214	307	331	228
ENSG00000047346	FAM214A	protein_coding	492	667	903	402	844	860	1174
ENSG00000268043	NBPF12	protein_coding	241	262	353	221	188	229	187
ENSG00000139946	PELI2	protein_coding	258	384	472	264	283	483	368
ENSG00000088325	TPX2	protein_coding	38	61	64	34	157	22	19
ENSG00000217239	RP1-182O16.1	processed_pseudogene	13	9	17	15	11	12	18
ENSG00000101138	CSTF1	protein_coding	247	320	359	306	262	340	213
ENSG00000188451	SRP72P2	processed_pseudogene	4	11	32	14	9	15	23
ENSG00000166920	C15orf48	protein_coding	39	228	201	300	283	237	310
ENSG00000170242	USP47	protein_coding	1514	1716	1719	1285	1318	1548	1490
ENSG00000185404	SP140L	protein_coding	254	308	646	238	545	610	557
ENSG00000215126	CBWD7	protein_coding	43	36	36	42	15	24	64
ENSG00000233057	EEF1A1P14	processed_pseudogene	6	5	13	6	13	12	18
ENSG00000090060	PAPOLA	protein_coding	1525	1565	1865	1707	1714	2067	1802
ENSG00000181409	AATK	protein_coding	24	25	26	15	13	13	20
ENSG00000004779	NDUFAB1	protein_coding	182	206	296	297	222	236	172
ENSG00000277936	MRPL45	protein_coding	153	258	414	331	210	246	300
ENSG00000030110	BAK1	protein_coding	285	210	438	420	638	442	566
ENSG00000281626	ZNF852	protein_coding	84	64	127	62	48	76	74
ENSG00000100014	SPECC1L	protein_coding	328	393	509	424	242	347	264
ENSG00000198677	TTC37	protein_coding	340	507	604	517	269	425	333
ENSG00000101850	GPR143	protein_coding	66	70	87	98	45	96	48
ENSG00000099624	ATP5D	protein_coding	340	431	526	500	416	431	388
ENSG00000255284	AP006621.5	lincRNA	15	17	24	13	12	27	11
ENSG00000083845	RPS5	protein_coding	696	698	850	672	661	650	722
ENSG00000267454	ZNF582-AS1	lincRNA	24	21	30	28	8	27	14
ENSG00000143401	ANP32E	protein_coding	170	215	309	188	143	181	170
ENSG00000063601	MTMR1	protein_coding	688	1007	1233	899	865	849	929
ENSG00000127337	YEATS4	protein_coding	77	85	107	148	58	94	40
ENSG00000230568	SF3A3P1	processed_pseudogene	13	13	26	12	9	11	11
ENSG00000227460	SYNGAP1	protein_coding	603	568	644	328	276	487	457
ENSG00000147118	ZNF182	protein_coding	105	185	234	98	135	141	160
ENSG00000012660	ELOVL5	protein_coding	1045	1063	1191	1068	828	1055	1199
ENSG00000135454	B4GALNT1	protein_coding	19	38	12	52	5	25	17
ENSG00000176842	IRX5	protein_coding	215	352	526	254	299	261	289
ENSG00000080608	PUM3	protein_coding	305	327	521	597	277	534	187
ENSG00000120820	GLT8D2	protein_coding	11	13	6	18	3	23	6
ENSG00000130176	CNN1	protein_coding	168	258	34	287	25	195	69
ENSG00000234902	AC007879.2	lincRNA	6	10	11	12	8	6	16
ENSG00000105953	OGDH	protein_coding	751	1107	1783	1348	1039	1214	1106
ENSG00000157833	GAREM2	protein_coding	29	59	50	79	28	40	19
ENSG00000170075	GPR37L1	protein_coding	10	15	54	16	103	36	72
ENSG00000196372	ASB13	protein_coding	62	98	145	160	54	118	41
ENSG00000142065	ZFP14	protein_coding	50	62	152	46	73	64	97
ENSG00000139168	ZCRB1	protein_coding	152	176	212	160	104	173	138
ENSG00000186020	ZNF529	protein_coding	176	171	288	175	138	234	157
ENSG00000273306	RP11-527J8.1	antisense	27	39	79	29	41	38	43
ENSG00000122432	SPATA1	transcribed_unprocessed_pseudogene	14	12	19	5	5	14	16
ENSG00000165389	SPTSSA	protein_coding	171	184	272	232	183	238	214
ENSG00000079277	MKNK1	protein_coding	387	529	856	416	639	627	797
ENSG00000164603	BMT2	protein_coding	97	141	129	112	85	116	114
ENSG00000135636	DYSF	protein_coding	435	28	88	151	14	84	51
ENSG00000229647	AC007879.7	lincRNA	7	10	7	22	3	11	6
ENSG00000232196	MTRNR2L4	protein_coding	7	2	8	1	2	5	17
ENSG00000189046	ALKBH2	protein_coding	147	193	225	302	100	181	107
ENSG00000140807	NKD1	protein_coding	36	69	268	53	31	82	167
ENSG00000198912	C1orf174	protein_coding	262	298	380	257	326	327	254
ENSG00000023902	PLEKHO1	protein_coding	604	491	360	423	255	407	219
ENSG00000206287	RING1	protein_coding	324	422	477	420	323	352	368
ENSG00000158856	DMTN	protein_coding	255	374	410	354	220	237	223
ENSG00000280969	RPS4Y2	protein_coding	10	12	20	15	14	10	9
ENSG00000116062	MSH6	protein_coding	564	753	888	771	400	568	480
ENSG00000165338	HECTD2	protein_coding	139	169	191	183	54	169	66
ENSG00000137875	BCL2L10	protein_coding	7	16	38	17	14	12	24
ENSG00000125798	FOXA2	protein_coding	46	62	10	23	4	5	8
ENSG00000171877	FRMD5	protein_coding	7	6	15	12	10	20	8
ENSG00000142686	C1orf216	protein_coding	42	33	50	80	6	60	7
ENSG00000146373	RNF217	protein_coding	557	666	482	512	472	706	375
